Elapsed Time,Blood Pressure BP,BioRadio Event,
00:00:00,1.29457545280457,0,
00:00:00.004,1.37348282337189,0,
00:00:00.008,1.29457545280457,0,
00:00:00.012,1.21566796302795,0,
00:00:00.016,1.29457545280457,0,
00:00:00.02,1.29457545280457,0,
00:00:00.024,1.29457545280457,0,
00:00:00.028,1.29457545280457,0,
00:00:00.032,1.21566796302795,0,
00:00:00.036,1.29457545280457,0,
00:00:00.04,1.29457545280457,0,
00:00:00.044,1.37348282337189,0,
00:00:00.048,1.29457545280457,0,
00:00:00.052,1.29457545280457,0,
00:00:00.056,1.29457545280457,0,
00:00:00.06,1.37348282337189,0,
00:00:00.064,1.29457545280457,0,
00:00:00.068,1.29457545280457,0,
00:00:00.072,1.29457545280457,0,
00:00:00.076,1.29457545280457,0,
00:00:00.08,1.29457545280457,0,
00:00:00.084,1.37348282337189,0,
00:00:00.088,1.4523903131485,0,
00:00:00.092,1.37348282337189,0,
00:00:00.096,1.37348282337189,0,
00:00:00.1,1.37348282337189,0,
00:00:00.104,1.37348282337189,0,
00:00:00.108,1.37348282337189,0,
00:00:00.112,1.37348282337189,0,
00:00:00.116,1.37348282337189,0,
00:00:00.12,1.37348282337189,0,
00:00:00.124,1.29457545280457,0,
00:00:00.128,1.4523903131485,0,
00:00:00.132,1.37348282337189,0,
00:00:00.136,1.37348282337189,0,
00:00:00.14,1.37348282337189,0,
00:00:00.144,1.29457545280457,0,
00:00:00.148,1.29457545280457,0,
00:00:00.152,1.37348282337189,0,
00:00:00.156,1.37348282337189,0,
00:00:00.16,1.37348282337189,0,
00:00:00.164,1.37348282337189,0,
00:00:00.168,1.37348282337189,0,
00:00:00.172,1.29457545280457,0,
00:00:00.176,1.37348282337189,0,
00:00:00.18,1.37348282337189,0,
00:00:00.184,1.37348282337189,0,
00:00:00.188,1.37348282337189,0,
00:00:00.192,1.37348282337189,0,
00:00:00.196,1.37348282337189,0,
00:00:00.2,1.37348282337189,0,
00:00:00.204,1.37348282337189,0,
00:00:00.208,1.29457545280457,0,
00:00:00.212,1.37348282337189,0,
00:00:00.216,1.37348282337189,0,
00:00:00.22,1.37348282337189,0,
00:00:00.224,1.37348282337189,0,
00:00:00.228,1.37348282337189,0,
00:00:00.232,1.37348282337189,0,
00:00:00.236,1.4523903131485,0,
00:00:00.24,1.37348282337189,0,
00:00:00.244,1.37348282337189,0,
00:00:00.248,1.37348282337189,0,
00:00:00.252,1.37348282337189,0,
00:00:00.256,1.29457545280457,0,
00:00:00.26,1.37348282337189,0,
00:00:00.264,1.37348282337189,0,
00:00:00.268,1.37348282337189,0,
00:00:00.272,1.37348282337189,0,
00:00:00.276,1.37348282337189,0,
00:00:00.28,1.37348282337189,0,
00:00:00.284,1.37348282337189,0,
00:00:00.288,1.37348282337189,0,
00:00:00.292,1.37348282337189,0,
00:00:00.296,1.37348282337189,0,
00:00:00.3,1.37348282337189,0,
00:00:00.304,1.37348282337189,0,
00:00:00.308,1.37348282337189,0,
00:00:00.312,1.37348282337189,0,
00:00:00.316,1.37348282337189,0,
00:00:00.32,1.37348282337189,0,
00:00:00.324,1.37348282337189,0,
00:00:00.328,1.37348282337189,0,
00:00:00.332,1.37348282337189,0,
00:00:00.336,1.37348282337189,0,
00:00:00.34,1.37348282337189,0,
00:00:00.344,1.37348282337189,0,
00:00:00.348,1.37348282337189,0,
00:00:00.352,1.37348282337189,0,
00:00:00.356,1.37348282337189,0,
00:00:00.36,1.37348282337189,0,
00:00:00.364,1.37348282337189,0,
00:00:00.368,1.37348282337189,0,
00:00:00.372,1.37348282337189,0,
00:00:00.376,1.37348282337189,0,
00:00:00.38,1.37348282337189,0,
00:00:00.384,1.37348282337189,0,
00:00:00.388,1.37348282337189,0,
00:00:00.392,1.29457545280457,0,
00:00:00.396,1.37348282337189,0,
00:00:00.4,1.29457545280457,0,
00:00:00.404,1.37348282337189,0,
00:00:00.408,1.29457545280457,0,
00:00:00.412,1.37348282337189,0,
00:00:00.416,1.37348282337189,0,
00:00:00.42,1.37348282337189,0,
00:00:00.424,1.37348282337189,0,
00:00:00.428,1.4523903131485,0,
00:00:00.432,1.37348282337189,0,
00:00:00.436,1.4523903131485,0,
00:00:00.44,1.37348282337189,0,
00:00:00.444,1.37348282337189,0,
00:00:00.448,1.37348282337189,0,
00:00:00.452,1.4523903131485,0,
00:00:00.456,1.37348282337189,0,
00:00:00.46,1.37348282337189,0,
00:00:00.464,1.4523903131485,0,
00:00:00.468,1.4523903131485,0,
00:00:00.472,1.37348282337189,0,
00:00:00.476,1.4523903131485,0,
00:00:00.48,1.4523903131485,0,
00:00:00.484,1.4523903131485,0,
00:00:00.488,1.4523903131485,0,
00:00:00.492,1.4523903131485,0,
00:00:00.496,1.4523903131485,0,
00:00:00.5,1.4523903131485,0,
00:00:00.504,1.37348282337189,0,
00:00:00.508,1.37348282337189,0,
00:00:00.512,1.37348282337189,0,
00:00:00.516,1.37348282337189,0,
00:00:00.52,1.29457545280457,0,
00:00:00.524,1.29457545280457,0,
