Elapsed Time,Heart Rate POX,PPG POX,SpO2 POX,BioRadio Event,
00:00:00,511,81.6516342163086,127,0,
00:00:00.004,511,82.8503875732422,127,0,
00:00:00.008,511,82.8503875732422,127,0,
00:00:00.012,511,82.8503875732422,127,0,
00:00:00.016,511,82.8503875732422,127,0,
00:00:00.02,511,83.9343872070313,127,0,
00:00:00.024,511,83.9343872070313,127,0,
00:00:00.028,511,83.9343872070313,127,0,
00:00:00.032,511,84.7278518676758,127,0,
00:00:00.036,511,84.7278518676758,127,0,
00:00:00.04,511,84.7278518676758,127,0,
00:00:00.044,511,85.1380157470703,127,0,
00:00:00.048,511,85.1380157470703,127,0,
00:00:00.052,511,85.1380157470703,127,0,
00:00:00.056,511,85.1380157470703,127,0,
00:00:00.06,511,85.1795196533203,127,0,
00:00:00.064,511,85.1795196533203,127,0,
00:00:00.068,511,85.1795196533203,127,0,
00:00:00.072,511,84.9280548095703,127,0,
00:00:00.076,511,84.9280548095703,127,0,
00:00:00.08,511,84.9280548095703,127,0,
00:00:00.084,511,84.4861526489258,127,0,
00:00:00.088,511,84.4861526489258,127,0,
00:00:00.092,511,84.4861526489258,127,0,
00:00:00.096,511,84.4861526489258,127,0,
00:00:00.1,511,83.9514770507813,127,0,
00:00:00.104,511,83.9514770507813,127,0,
00:00:00.108,511,83.9514770507813,127,0,
00:00:00.112,511,83.4045944213867,127,0,
00:00:00.116,511,83.4045944213867,127,0,
00:00:00.12,511,83.4045944213867,127,0,
00:00:00.124,511,82.9089813232422,127,0,
00:00:00.128,511,82.9089813232422,127,0,
00:00:00.132,511,82.9089813232422,127,0,
00:00:00.136,511,82.9089813232422,127,0,
00:00:00.14,511,82.5037002563477,127,0,
00:00:00.144,511,82.5037002563477,127,0,
00:00:00.148,511,82.5037002563477,127,0,
00:00:00.152,511,82.1936340332031,127,0,
00:00:00.156,511,82.1936340332031,127,0,
00:00:00.16,511,82.1936340332031,127,0,
00:00:00.164,511,81.9763488769531,127,0,
00:00:00.168,511,81.9763488769531,127,0,
00:00:00.172,511,81.9763488769531,127,0,
00:00:00.176,511,81.9763488769531,127,0,
00:00:00.18,511,81.8298645019531,127,0,
00:00:00.184,511,81.8298645019531,127,0,
00:00:00.188,511,81.8298645019531,127,0,
00:00:00.192,511,81.7175521850586,127,0,
00:00:00.196,511,81.7175521850586,127,0,
00:00:00.2,511,81.7175521850586,127,0,
00:00:00.204,511,81.5979232788086,127,0,
00:00:00.208,511,81.5979232788086,127,0,
00:00:00.212,511,81.5979232788086,127,0,
00:00:00.216,511,81.5979232788086,127,0,
00:00:00.22,511,81.4416732788086,127,0,
00:00:00.224,511,81.4416732788086,127,0,
00:00:00.228,511,81.4416732788086,127,0,
00:00:00.232,511,81.2365875244141,127,0,
00:00:00.236,511,81.2365875244141,127,0,
00:00:00.24,511,81.2365875244141,127,0,
00:00:00.244,511,80.9948883056641,127,0,
00:00:00.248,511,80.9948883056641,127,0,
00:00:00.252,511,80.9948883056641,127,0,
00:00:00.256,511,80.9948883056641,127,0,
00:00:00.26,64,80.7336502075195,98,0,
00:00:00.264,64,80.7336502075195,98,0,
00:00:00.268,64,80.7336502075195,98,0,
00:00:00.272,64,80.4943923950195,98,0,
00:00:00.276,64,80.4943923950195,98,0,
00:00:00.28,64,80.4943923950195,98,0,
00:00:00.284,64,80.3137283325195,98,0,
00:00:00.288,64,80.3137283325195,98,0,
00:00:00.292,64,80.3137283325195,98,0,
00:00:00.296,64,80.3137283325195,98,0,
00:00:00.3,64,80.201416015625,98,0,
00:00:00.304,64,80.201416015625,98,0,
00:00:00.308,64,80.201416015625,98,0,
00:00:00.312,64,80.157470703125,98,0,
00:00:00.316,64,80.157470703125,98,0,
00:00:00.32,64,80.157470703125,98,0,
00:00:00.324,64,80.174560546875,98,0,
00:00:00.328,64,80.174560546875,98,0,
00:00:00.332,64,80.174560546875,98,0,
00:00:00.336,64,80.174560546875,98,0,
00:00:00.34,64,80.228271484375,98,0,
00:00:00.344,64,80.228271484375,98,0,
00:00:00.348,64,80.228271484375,98,0,
00:00:00.352,64,80.2917556762695,98,0,
00:00:00.356,64,80.2917556762695,98,0,
00:00:00.36,64,80.2917556762695,98,0,
00:00:00.364,64,80.3479080200195,98,0,
00:00:00.368,64,80.3479080200195,98,0,
00:00:00.372,64,80.3479080200195,98,0,
00:00:00.376,64,80.3479080200195,98,0,
00:00:00.38,64,80.3820877075195,98,0,
00:00:00.384,64,80.3820877075195,98,0,
00:00:00.388,64,80.3820877075195,98,0,
00:00:00.392,64,80.3967361450195,98,0,
00:00:00.396,64,80.3967361450195,98,0,
00:00:00.4,64,80.3967361450195,98,0,
00:00:00.404,64,80.3991775512695,98,0,
00:00:00.408,64,80.3991775512695,98,0,
00:00:00.412,64,80.3991775512695,98,0,
00:00:00.416,64,80.3991775512695,98,0,
00:00:00.42,64,80.4016189575195,98,0,
00:00:00.424,64,80.4016189575195,98,0,
00:00:00.428,64,80.4016189575195,98,0,
00:00:00.432,64,80.4113845825195,98,0,
00:00:00.436,64,80.4113845825195,98,0,
00:00:00.44,64,80.4113845825195,98,0,
00:00:00.444,64,80.4333572387695,98,0,
00:00:00.448,64,80.4333572387695,98,0,
00:00:00.452,64,80.4333572387695,98,0,
00:00:00.456,64,80.4333572387695,98,0,
00:00:00.46,64,80.4650955200195,98,0,
00:00:00.464,64,80.4650955200195,98,0,
00:00:00.468,64,80.4650955200195,98,0,
00:00:00.472,64,80.4943923950195,98,0,
00:00:00.476,64,80.4943923950195,98,0,
00:00:00.48,64,80.4943923950195,98,0,
00:00:00.484,64,80.5114822387695,98,0,
00:00:00.488,64,80.5114822387695,98,0,
00:00:00.492,64,80.5114822387695,98,0,
00:00:00.496,64,80.5114822387695,98,0,
00:00:00.5,64,80.4992752075195,98,0,
00:00:00.504,64,80.4992752075195,98,0,
00:00:00.508,64,80.4992752075195,98,0,
00:00:00.512,64,80.4577713012695,98,0,
00:00:00.516,64,80.4577713012695,98,0,
00:00:00.52,64,80.4577713012695,98,0,
00:00:00.524,64,80.3796463012695,98,0,
00:00:00.528,64,80.3796463012695,98,0,
00:00:00.532,64,80.3796463012695,98,0,
00:00:00.536,64,80.3796463012695,98,0,
00:00:00.54,64,80.2868728637695,98,0,
00:00:00.544,64,80.2868728637695,98,0,
00:00:00.548,64,80.2868728637695,98,0,
00:00:00.552,64,80.198974609375,98,0,
00:00:00.556,64,80.198974609375,98,0,
00:00:00.56,64,80.198974609375,98,0,
00:00:00.564,64,80.142822265625,98,0,
00:00:00.568,64,80.142822265625,98,0,
00:00:00.572,64,80.142822265625,98,0,
00:00:00.576,64,80.142822265625,98,0,
00:00:00.58,64,80.125732421875,98,0,
00:00:00.584,64,80.125732421875,98,0,
00:00:00.588,64,80.125732421875,98,0,
00:00:00.592,64,80.155029296875,98,0,
00:00:00.596,64,80.155029296875,98,0,
00:00:00.6,64,80.155029296875,98,0,
00:00:00.604,64,80.220947265625,98,0,
00:00:00.608,64,80.220947265625,98,0,
00:00:00.612,64,80.220947265625,98,0,
00:00:00.616,64,80.220947265625,98,0,
00:00:00.62,64,80.3015213012695,98,0,
00:00:00.624,64,80.3015213012695,98,0,
00:00:00.628,64,80.3015213012695,98,0,
00:00:00.632,64,80.3820877075195,98,0,
00:00:00.636,64,80.3820877075195,98,0,
00:00:00.64,64,80.3820877075195,98,0,
00:00:00.644,64,80.4650955200195,98,0,
00:00:00.648,64,80.4650955200195,98,0,
00:00:00.652,64,80.4650955200195,98,0,
00:00:00.656,64,80.4650955200195,98,0,
00:00:00.66,64,80.5481033325195,98,0,
00:00:00.664,64,80.5481033325195,98,0,
00:00:00.668,64,80.5481033325195,98,0,
00:00:00.672,64,80.6335525512695,98,0,
00:00:00.676,64,80.6335525512695,98,0,
00:00:00.68,64,80.6335525512695,98,0,
00:00:00.684,64,80.7287673950195,98,0,
00:00:00.688,64,80.7287673950195,98,0,
00:00:00.692,64,80.7287673950195,98,0,
00:00:00.696,64,80.7287673950195,98,0,
00:00:00.7,64,80.8191070556641,98,0,
00:00:00.704,64,80.8191070556641,98,0,
00:00:00.708,64,80.8191070556641,98,0,
00:00:00.712,64,80.8728179931641,98,0,
00:00:00.716,64,80.8728179931641,98,0,
00:00:00.72,64,80.8728179931641,98,0,
00:00:00.724,64,80.8606109619141,98,0,
00:00:00.728,64,80.8606109619141,98,0,
00:00:00.732,64,80.8606109619141,98,0,
00:00:00.736,64,80.8606109619141,98,0,
00:00:00.74,64,80.7653961181641,98,0,
00:00:00.744,64,80.7653961181641,98,0,
00:00:00.748,64,80.7653961181641,98,0,
00:00:00.752,64,80.5871658325195,98,0,
00:00:00.756,64,80.5871658325195,98,0,
00:00:00.76,64,80.5871658325195,98,0,
00:00:00.764,64,80.3405838012695,98,0,
00:00:00.768,64,80.3405838012695,98,0,
00:00:00.772,64,80.3405838012695,98,0,
00:00:00.776,64,80.3405838012695,98,0,
00:00:00.78,64,80.059814453125,98,0,
00:00:00.784,64,80.059814453125,98,0,
00:00:00.788,64,80.059814453125,98,0,
00:00:00.792,64,79.764404296875,98,0,
00:00:00.796,64,79.764404296875,98,0,
00:00:00.8,64,79.764404296875,98,0,
00:00:00.804,64,79.4738693237305,98,0,
00:00:00.808,64,79.4738693237305,98,0,
00:00:00.812,64,79.4738693237305,98,0,
00:00:00.816,64,79.4738693237305,98,0,
00:00:00.82,64,79.1930999755859,98,0,
00:00:00.824,64,79.1930999755859,98,0,
00:00:00.828,64,79.1930999755859,98,0,
